Crop,Year,Province,Seeded Area,Harvested Area,Yield,Production
Canary Seed,2022,Newfoundland and Labrador,0,0,0,0
Canary Seed,2023,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2014,British Columbia,0,0,0,0
Winter Wheat,2015,British Columbia,0,0,0,0
Winter Wheat,2016,British Columbia,0,0,0,0
Winter Wheat,2017,British Columbia,0,0,0,0
Winter Wheat,2018,British Columbia,0,0,0,0
Winter Wheat,2019,British Columbia,6.5,3.7,3.8,14.2
Winter Wheat,2020,British Columbia,6.9,4,3.9,15.5
Winter Wheat,2021,British Columbia,9.3,3.2,3.3,10.6
Winter Wheat,2022,British Columbia,4.8,3.2,3.8,12.8
Winter Wheat,2023,British Columbia,5.2,2.7,3.9,10.5
Spring Wheat,2014,British Columbia,37.6,37.6,4,151.8
Spring Wheat,2015,British Columbia,37.6,37.6,2.9,109.4
Spring Wheat,2016,British Columbia,40.4,39.6,3.4,134.9
Spring Wheat,2017,British Columbia,40.9,36,3.9,139.6
Spring Wheat,2018,British Columbia,17.8,17,3.6,61
Spring Wheat,2019,British Columbia,23.9,22.9,3.8,87.1
Spring Wheat,2020,British Columbia,27.7,25.1,3.8,95.7
Spring Wheat,2021,British Columbia,18.2,17.9,2.8,51
Spring Wheat,2022,British Columbia,22,20,2.3,45.8
Spring Wheat,2023,British Columbia,29.2,29,3.4,97.4
CW Red Spring,2014,British Columbia,28.3,28.3,3.8,107.5
CW Red Spring,2015,British Columbia,28.3,28.3,2.8,80.3
CW Red Spring,2016,British Columbia,35.6,34.8,3.3,116.3
CW Red Spring,2017,British Columbia,34.8,30.8,3.8,117
CW Red Spring,2018,British Columbia,14.2,13.4,3.6,48.9
CW Red Spring,2019,British Columbia,21,19.9,3.8,76.1
CW Red Spring,2020,British Columbia,24.7,22.2,3.9,86.4
CW Red Spring,2021,British Columbia,14.2,14,2.9,40.7
CW Red Spring,2022,British Columbia,15.3,15.2,2.2,34.1
CW Red Spring,2023,British Columbia,22.7,22.7,3.6,81.2
Canada Prairie Spring,2014,British Columbia,6.1,6.1,4.9,29.9
Canada Prairie Spring,2015,British Columbia,8.1,8.1,3,23.9
Canada Prairie Spring,2016,British Columbia,4,4,4.2,16.7
Canada Prairie Spring,2017,British Columbia,4.5,4,4.8,19.1
Canada Prairie Spring,2018,British Columbia,2.8,2.8,3.4,9.5
Canada Prairie Spring,2019,British Columbia,0.6,0.6,3.8,2.3
Canada Prairie Spring,2020,British Columbia,0,0.4,5,2
Canada Prairie Spring,2021,British Columbia,0.7,0.7,3.6,2.5
Canada Prairie Spring,2022,British Columbia,1.2,0.8,3.2,2.6
Canada Prairie Spring,2023,British Columbia,3.4,0,0,0
Northern Hard Red,2014,British Columbia,0,0,0,0
Northern Hard Red,2015,British Columbia,0,0,0,0
Northern Hard Red,2016,British Columbia,0,0,0,0
Northern Hard Red,2017,British Columbia,0,0,0,0
Northern Hard Red,2018,British Columbia,0,0,0,0
Northern Hard Red,2019,British Columbia,1.7,1.7,3.8,6.5
Northern Hard Red,2020,British Columbia,1.9,1.8,3.4,6.1
Northern Hard Red,2021,British Columbia,2.1,2.1,2.1,4.5
Northern Hard Red,2022,British Columbia,3.9,3.9,2.3,9
Northern Hard Red,2023,British Columbia,1.7,1.7,2.5,4.3
CW Extra Strong,2014,British Columbia,0.8,0.8,3.4,2.7
CW Extra Strong,2015,British Columbia,0,0,0,0
CW Extra Strong,2016,British Columbia,0,0,0,0
CW Extra Strong,2017,British Columbia,0.8,0.4,2.8,1.1
CW Extra Strong,2018,British Columbia,0.4,0.4,3,1.2
CW Extra Strong,2019,British Columbia,0,0,0,0
CW Extra Strong,2020,British Columbia,0,0,0,0
CW Extra Strong,2021,British Columbia,0,0,0,0
CW Extra Strong,2022,British Columbia,0,0,0,0
CW Extra Strong,2023,British Columbia,0,0,0,0
CW Soft White Spring,2014,British Columbia,1.6,1.6,4.3,6.9
CW Soft White Spring,2015,British Columbia,1.2,1.2,4.3,5.2
CW Soft White Spring,2016,British Columbia,0.4,0.4,2,0.8
CW Soft White Spring,2017,British Columbia,0.4,0.4,2,0.8
CW Soft White Spring,2018,British Columbia,0.4,0.4,6,2.4
CW Soft White Spring,2019,British Columbia,0,0,0,0
CW Soft White Spring,2020,British Columbia,0,0,0,0
CW Soft White Spring,2021,British Columbia,0,0,0,0
CW Soft White Spring,2022,British Columbia,0,0,0,0
CW Soft White Spring,2023,British Columbia,0.2,0.2,0.8,0.2
Other Spring Wheat,2014,British Columbia,0.8,0.8,6,4.8
Other Spring Wheat,2015,British Columbia,0,0,0,0
Other Spring Wheat,2016,British Columbia,0.4,0.4,2.8,1.1
Other Spring Wheat,2017,British Columbia,0.4,0.4,0,0
Other Spring Wheat,2018,British Columbia,0.4,0.4,3.5,1.4
Other Spring Wheat,2019,British Columbia,0.6,0.6,3.7,2.2
Other Spring Wheat,2020,British Columbia,0.7,0.7,2.3,1.6
Other Spring Wheat,2021,British Columbia,0,0,0,0
Other Spring Wheat,2022,British Columbia,1.5,0,0,0
Other Spring Wheat,2023,British Columbia,1.1,0,0,0
Durum,2014,British Columbia,0,0,0,0
Durum,2015,British Columbia,0,0,0,0
Durum,2016,British Columbia,0,0,0,0
Durum,2017,British Columbia,0,0,0,0
Durum,2018,British Columbia,0,0,0,0
Durum,2019,British Columbia,0.4,0.4,2,0.8
Durum,2020,British Columbia,0,0,0,0
Durum,2021,British Columbia,0,0,0,0
Durum,2022,British Columbia,0,0,0,0
Durum,2023,British Columbia,1.9,1.9,1.6,3
Oats,2014,British Columbia,32.4,28.3,3,85.9
Oats,2015,British Columbia,27.5,20.2,2.6,51.8
Oats,2016,British Columbia,30.4,20.2,2.9,58
Oats,2017,British Columbia,27.5,15,3.8,56.3
Oats,2018,British Columbia,28.3,14.7,3.4,50.1
Oats,2019,British Columbia,30.4,22.5,3.2,72.9
Oats,2020,British Columbia,27.4,16.4,3.5,57.1
Oats,2021,British Columbia,29.1,19.9,2.9,57.6
Oats,2022,British Columbia,33,28.7,2.9,83.6
Oats,2023,British Columbia,34.7,29,2.3,66.7
Barley,2014,British Columbia,26.3,24.3,3.5,85.8
Barley,2015,British Columbia,21.9,16.6,2.6,42.7
Barley,2016,British Columbia,24.3,20.2,3.3,67.5
Barley,2017,British Columbia,23.1,16.6,3.5,58.8
Barley,2018,British Columbia,17,11.7,3.2,37.6
Barley,2019,British Columbia,20.2,17.3,3.5,60.4
Barley,2020,British Columbia,25.3,18.7,3.4,63
Barley,2021,British Columbia,29.9,24,2.6,61.8
Barley,2022,British Columbia,30.2,28.7,2.2,63.3
Barley,2023,British Columbia,26.3,24,3.2,77
Rye,2014,British Columbia,0,0,0,0
Rye,2015,British Columbia,0,0,0,0
Rye,2016,British Columbia,0,0,0,0
Rye,2017,British Columbia,0,0,0,0
Rye,2018,British Columbia,0,0,0,0
Rye,2019,British Columbia,4,0.4,3.8,1.5
Rye,2020,British Columbia,4.6,1.2,3.7,4.4
Rye,2021,British Columbia,4,0.6,2.8,1.7
Rye,2022,British Columbia,2.1,0,0,0
Rye,2023,British Columbia,7.6,1,3.8,3.8
Mixed Grains,2014,British Columbia,2.4,0.4,2.8,1.1
Mixed Grains,2015,British Columbia,2.4,0.8,2.8,2.2
Mixed Grains,2016,British Columbia,4,0,0,0
Mixed Grains,2017,British Columbia,4,0.4,3.5,1.4
Mixed Grains,2018,British Columbia,4.9,0.8,0,0
Mixed Grains,2019,British Columbia,3.2,2.2,3.8,8.3
Mixed Grains,2020,British Columbia,4,1.7,2.3,3.9
Mixed Grains,2021,British Columbia,3.1,0.9,2,1.8
Mixed Grains,2022,British Columbia,4.6,0.6,3.4,2
Mixed Grains,2023,British Columbia,2.5,0,0,0
Corn,2014,British Columbia,0,0,0,0
Corn,2015,British Columbia,0,0,0,0
Corn,2016,British Columbia,0,0,0,0
Corn,2017,British Columbia,0,0,0,0
Corn,2018,British Columbia,0,0,0,0
Corn,2019,British Columbia,0.4,0.2,11.5,2.3
Corn,2020,British Columbia,0.3,0.2,9.5,1.9
Corn,2021,British Columbia,0.8,0.6,11,6.6
Corn,2022,British Columbia,2.8,0,0,0
Corn,2023,British Columbia,1.6,1.1,10.8,11.8
Flaxseed,2014,British Columbia,0,0,0,0
Flaxseed,2015,British Columbia,0,0,0,0
Flaxseed,2016,British Columbia,0,0,0,0
Flaxseed,2017,British Columbia,0,0,0,0
Flaxseed,2018,British Columbia,0,0,0,0
Flaxseed,2019,British Columbia,0,0,0,0
Flaxseed,2020,British Columbia,0.3,0.1,2,0.2
Flaxseed,2021,British Columbia,0,0,0,0
Flaxseed,2022,British Columbia,0,0,0,0
Flaxseed,2023,British Columbia,0.1,0.1,1.2,0.1
Canola,2014,British Columbia,40.5,40.5,2.2,88.7
Canola,2015,British Columbia,42.5,42.1,1.7,71.9
Canola,2016,British Columbia,36.4,36.4,1.9,70.8
Canola,2017,British Columbia,38.4,34.8,2.3,81.6
Canola,2018,British Columbia,45.3,44.5,2,90.6
Canola,2019,British Columbia,55.4,54.3,2.3,123.9
Canola,2020,British Columbia,34.7,30.9,2.3,72
Canola,2021,British Columbia,37.3,33.3,1.7,55.9
Canola,2022,British Columbia,41.8,41.6,1.6,66.5
Canola,2023,British Columbia,40.7,40.6,1.7,69
Soybeans,2014,British Columbia,0,0,0,0
Soybeans,2015,British Columbia,0,0,0,0
Soybeans,2016,British Columbia,0,0,0,0
Soybeans,2017,British Columbia,0,0,0,0
Soybeans,2018,British Columbia,0,0,0,0
Soybeans,2019,British Columbia,0.2,0.2,2.5,0.5
Soybeans,2020,British Columbia,0,0,0,0
Soybeans,2021,British Columbia,0,0,0,0
Soybeans,2022,British Columbia,0,0,0,0
Soybeans,2023,British Columbia,0,0,0,0
Dry Peas,2014,British Columbia,0,0,0,0
Dry Peas,2015,British Columbia,8.1,8.1,2.3,18.8
Dry Peas,2016,British Columbia,12.1,12.1,2.4,29.5
Dry Peas,2017,British Columbia,19.8,18.6,2.9,54.4
Dry Peas,2018,British Columbia,25.5,25.1,2.7,66.6
Dry Peas,2019,British Columbia,28.3,26,2.9,74.4
Dry Peas,2020,British Columbia,21,19.1,3,56.9
Dry Peas,2021,British Columbia,26.3,21.5,1.4,31.1
Dry Peas,2022,British Columbia,19.1,18.5,1.6,28.9
Dry Peas,2023,British Columbia,12.9,11.6,2.2,25.8
Dry White Beans,2014,British Columbia,0,0,0,0
Dry White Beans,2015,British Columbia,0,0,0,0
Dry White Beans,2016,British Columbia,0,0,0,0
Dry White Beans,2017,British Columbia,0,0,0,0
Dry White Beans,2018,British Columbia,0,0,0,0
Dry White Beans,2019,British Columbia,0,0,0,0
Dry White Beans,2020,British Columbia,0,0,0,0
Dry White Beans,2021,British Columbia,0,0,0,0
Dry White Beans,2022,British Columbia,0,0,0,0
Dry White Beans,2023,British Columbia,0,0,0,0
Coloured Beans,2014,British Columbia,0,0,0,0
Coloured Beans,2015,British Columbia,0,0,0,0
Coloured Beans,2016,British Columbia,0,0,0,0
Coloured Beans,2017,British Columbia,0,0,0,0
Coloured Beans,2018,British Columbia,0,0,0,0
Coloured Beans,2019,British Columbia,0.4,0.4,2.3,0.9
Coloured Beans,2020,British Columbia,0,0,0,0
Coloured Beans,2021,British Columbia,0,0,0,0
Coloured Beans,2022,British Columbia,0.2,0,0,0
Coloured Beans,2023,British Columbia,0.1,0.1,3.1,0.3
Lentils,2014,British Columbia,0,0,0,0
Lentils,2015,British Columbia,0,0,0,0
Lentils,2016,British Columbia,0,0,0,0
Lentils,2017,British Columbia,0,0,0,0
Lentils,2018,British Columbia,0,0,0,0
Lentils,2019,British Columbia,0,0,0,0
Lentils,2020,British Columbia,0,0,0,0
Lentils,2021,British Columbia,0,0,0,0
Lentils,2022,British Columbia,0,0,0,0
Lentils,2023,British Columbia,0.6,0.6,1.6,1
Chickpeas,2014,British Columbia,0,0,0,0
Chickpeas,2015,British Columbia,0,0,0,0
Chickpeas,2016,British Columbia,0,0,0,0
Chickpeas,2017,British Columbia,0,0,0,0
Chickpeas,2018,British Columbia,0,0,0,0
Chickpeas,2019,British Columbia,0.2,0.1,2,0.2
Chickpeas,2020,British Columbia,0,0,0,0
Chickpeas,2021,British Columbia,0,0,0,0
Chickpeas,2022,British Columbia,0,0,0,0
Chickpeas,2023,British Columbia,0,0,0,0
Mustard Seed,2014,British Columbia,0,0,0,0
Mustard Seed,2015,British Columbia,0,0,0,0
Mustard Seed,2016,British Columbia,0,0,0,0
Mustard Seed,2017,British Columbia,0,0,0,0
Mustard Seed,2018,British Columbia,0,0,0,0
Mustard Seed,2019,British Columbia,0,0,0,0
Mustard Seed,2020,British Columbia,0,0,0,0
Mustard Seed,2021,British Columbia,0,0,0,0
Mustard Seed,2022,British Columbia,0,0,0,0
Mustard Seed,2023,British Columbia,0,0,0,0
Sunflower Seed,2014,British Columbia,0,0,0,0
Sunflower Seed,2015,British Columbia,0,0,0,0
Sunflower Seed,2016,British Columbia,0,0,0,0
Sunflower Seed,2017,British Columbia,0,0,0,0
Sunflower Seed,2018,British Columbia,0,0,0,0
Sunflower Seed,2019,British Columbia,0,0,0,0
Sunflower Seed,2020,British Columbia,0,0,0,0
Sunflower Seed,2021,British Columbia,0,0,0,0
Sunflower Seed,2022,British Columbia,0,0,0,0
Sunflower Seed,2023,British Columbia,0,0,0,0
Canary Seed,2014,British Columbia,0,0,0,0
Canary Seed,2015,British Columbia,0,0,0,0
Canary Seed,2016,British Columbia,0,0,0,0
Canary Seed,2017,British Columbia,0,0,0,0
Canary Seed,2018,British Columbia,0,0,0,0
Canary Seed,2019,British Columbia,0,0,0,0
Canary Seed,2020,British Columbia,0,0,0,0
Canary Seed,2021,British Columbia,0,0,0,0
Canary Seed,2022,British Columbia,0,0,0,0
Canary Seed,2023,British Columbia,0,0,0,0
Winter Wheat,2014,Saskatchewan,157.8,137.6,3.1,423.2
Winter Wheat,2015,Saskatchewan,202.3,174,3,522.5
Winter Wheat,2016,Saskatchewan,105.2,97.1,2.6,255.8
Winter Wheat,2017,Saskatchewan,101.2,97.1,3.9,381
Winter Wheat,2018,Saskatchewan,107.2,94.3,3.1,290.5
Winter Wheat,2019,Saskatchewan,68.8,54.2,2.9,156.1
Winter Wheat,2020,Saskatchewan,44.5,41.7,2.3,94
Winter Wheat,2021,Saskatchewan,64.7,58.1,2.6,152.7
Winter Wheat,2022,Saskatchewan,66.5,23.8,1.7,40.8
Winter Wheat,2023,Saskatchewan,31.9,26.8,3.4,90.6
Spring Wheat,2014,Saskatchewan,3765.7,3733.2,3.3,12241.5
Spring Wheat,2015,Saskatchewan,3429.8,3352.8,2.7,9150.5
Spring Wheat,2016,Saskatchewan,3114.1,3077.6,2.7,8216.5
Spring Wheat,2017,Saskatchewan,2780.2,2577.9,3.1,7989.6
Spring Wheat,2018,Saskatchewan,2814.6,2798.4,3.2,9015.8
Spring Wheat,2019,Saskatchewan,3167.6,3144.4,3.2,10084.9
Spring Wheat,2020,Saskatchewan,3523.1,3430.9,3.2,10924.4
Spring Wheat,2021,Saskatchewan,3258.9,3241,3.4,10874.5
Spring Wheat,2022,Saskatchewan,2870.3,2816.5,2.3,6377.1
Spring Wheat,2023,Saskatchewan,3361.6,3336.7,3.2,10669.4
CW Red Spring,2014,Saskatchewan,3152.5,3128.2,3.1,9849.3
CW Red Spring,2015,Saskatchewan,3019,2954.2,2.6,7816.3
CW Red Spring,2016,Saskatchewan,2812.6,2782.2,2.6,7321
CW Red Spring,2017,Saskatchewan,2468.6,2306.7,3,6994.4
CW Red Spring,2018,Saskatchewan,2573.8,2563.7,3.2,8225.3
CW Red Spring,2019,Saskatchewan,2856.7,2837.5,3.2,8991.2
CW Red Spring,2020,Saskatchewan,3263.3,3181.8,3.1,9999.3
CW Red Spring,2021,Saskatchewan,2934.1,2920.4,3.3,9689.8
CW Red Spring,2022,Saskatchewan,2503.4,2462.9,2.3,5600.8
CW Red Spring,2023,Saskatchewan,2939,2920.4,3.2,9216.6
Canada Prairie Spring,2014,Saskatchewan,147.7,145.7,3.7,544.3
Canada Prairie Spring,2015,Saskatchewan,117.4,117.4,3.4,401.4
Canada Prairie Spring,2016,Saskatchewan,91.1,89,3.2,281.7
Canada Prairie Spring,2017,Saskatchewan,97.1,85,3.7,318.4
Canada Prairie Spring,2018,Saskatchewan,48.6,46.5,3.7,172.8
Canada Prairie Spring,2019,Saskatchewan,76.9,74.5,3.7,277.9
Canada Prairie Spring,2020,Saskatchewan,70.4,66.9,4,266
Canada Prairie Spring,2021,Saskatchewan,134.9,133.7,3.8,513.3
Canada Prairie Spring,2022,Saskatchewan,159.4,155,2,315.4
Canada Prairie Spring,2023,Saskatchewan,180.1,179.6,3.7,664.3
Northern Hard Red,2014,Saskatchewan,0,0,0,0
Northern Hard Red,2015,Saskatchewan,0,0,0,0
Northern Hard Red,2016,Saskatchewan,0,0,0,0
Northern Hard Red,2017,Saskatchewan,0,0,0,0
Northern Hard Red,2018,Saskatchewan,0,0,0,0
Northern Hard Red,2019,Saskatchewan,105.6,105.4,3.1,330.3
Northern Hard Red,2020,Saskatchewan,105.6,101.9,3.4,346.3
Northern Hard Red,2021,Saskatchewan,110.7,110.2,3.4,373
Northern Hard Red,2022,Saskatchewan,123.7,120.9,2.4,285.4
Northern Hard Red,2023,Saskatchewan,88.6,88.3,3.1,269.3
CW Extra Strong,2014,Saskatchewan,30.4,30.4,2.9,87.1
CW Extra Strong,2015,Saskatchewan,26.3,26.3,3,79.6
CW Extra Strong,2016,Saskatchewan,12.1,12.1,3.5,42.2
CW Extra Strong,2017,Saskatchewan,8.1,8.1,3.1,25
CW Extra Strong,2018,Saskatchewan,14.2,14.2,3.6,51.7
CW Extra Strong,2019,Saskatchewan,12.5,12.5,3.6,45.2
CW Extra Strong,2020,Saskatchewan,0,0,0,0
CW Extra Strong,2021,Saskatchewan,0,0,0,0
CW Extra Strong,2022,Saskatchewan,0,0,0,0
CW Extra Strong,2023,Saskatchewan,0,0,0,0
CW Soft White Spring,2014,Saskatchewan,360.2,356.1,4.3,1518.6
CW Soft White Spring,2015,Saskatchewan,206.4,200.3,3.5,704.9
CW Soft White Spring,2016,Saskatchewan,137.6,135.6,3.1,424.6
CW Soft White Spring,2017,Saskatchewan,145.7,121.4,4,489.9
CW Soft White Spring,2018,Saskatchewan,105.2,103.2,3.6,374.2
CW Soft White Spring,2019,Saskatchewan,66.7,66.3,4.3,285.7
CW Soft White Spring,2020,Saskatchewan,52.8,52,4.2,215.8
CW Soft White Spring,2021,Saskatchewan,42.8,42.7,4.6,195.8
CW Soft White Spring,2022,Saskatchewan,41.3,38,2.3,88.5
CW Soft White Spring,2023,Saskatchewan,78.2,75.6,3.6,274.5
Other Spring Wheat,2014,Saskatchewan,74.9,72.8,3.3,242.2
Other Spring Wheat,2015,Saskatchewan,60.7,54.6,2.7,148.3
Other Spring Wheat,2016,Saskatchewan,60.7,58.7,2.5,147
Other Spring Wheat,2017,Saskatchewan,60.7,56.7,2.9,161.9
Other Spring Wheat,2018,Saskatchewan,72.8,70.8,2.7,191.8
Other Spring Wheat,2019,Saskatchewan,39.6,38.6,3.2,123.2
Other Spring Wheat,2020,Saskatchewan,25.3,22.8,3.4,78.3
Other Spring Wheat,2021,Saskatchewan,29.9,27.6,3,82.3
Other Spring Wheat,2022,Saskatchewan,27.9,27.2,2.3,61.4
Other Spring Wheat,2023,Saskatchewan,59,56.1,3.4,193.2
Durum,2014,Saskatchewan,1766.5,1756.3,3.2,5633.6
Durum,2015,Saskatchewan,1699.7,1667.3,2.7,4485.1
Durum,2016,Saskatchewan,1983,1962.7,2.3,4572.2
Durum,2017,Saskatchewan,2023.4,1893.9,3.3,6177.9
Durum,2018,Saskatchewan,1665.3,1649.1,2.4,3879
Durum,2019,Saskatchewan,2019.2,1977.5,2.3,4636.1
Durum,2020,Saskatchewan,1659.2,1593.7,2.7,4342.4
Durum,2021,Saskatchewan,1880,1876.2,2.8,5211.2
Durum,2022,Saskatchewan,1890.6,1833.9,1.3,2416.1
Durum,2023,Saskatchewan,1968.7,1943.3,2.3,4516.5
Oats,2014,Saskatchewan,708.2,641.4,3.6,2328.7
Oats,2015,Saskatchewan,566.6,465.4,3.3,1557.6
Oats,2016,Saskatchewan,667.7,556.4,3.5,1927.8
Oats,2017,Saskatchewan,558.5,461.3,3.6,1653.3
Oats,2018,Saskatchewan,671.8,574.7,3.5,1989
Oats,2019,Saskatchewan,568.6,487.9,3.5,1689.1
Oats,2020,Saskatchewan,726.8,604.2,3.7,2215.4
Oats,2021,Saskatchewan,751,659.6,3.5,2296.4
Oats,2022,Saskatchewan,691,559.7,2.1,1152.5
Oats,2023,Saskatchewan,764.3,683.1,3.8,2567.1
Barley,2014,Saskatchewan,1023.9,959.1,3.6,3411.7
Barley,2015,Saskatchewan,817.5,752.7,2.9,2172.9
Barley,2016,Saskatchewan,947,876.1,3.3,2863.1
Barley,2017,Saskatchewan,1001.6,898.4,3.8,3374.7
Barley,2018,Saskatchewan,940.9,878.2,3.6,3135.2
Barley,2019,Saskatchewan,1089.4,1020,3.4,3439.2
Barley,2020,Saskatchewan,1274.8,1194,3.7,4449.2
Barley,2021,Saskatchewan,1264.4,1187.3,3.7,4385.1
Barley,2022,Saskatchewan,1471.8,1309.9,1.9,2499.1
Barley,2023,Saskatchewan,1125.7,1041.7,3.4,3550.9
Rye,2014,Saskatchewan,40.5,34.4,2.1,71.1
Rye,2015,Saskatchewan,44.5,38.4,2.1,80.3
Rye,2016,Saskatchewan,40.5,32.4,1.6,53.3
Rye,2017,Saskatchewan,54.6,48.6,3.1,152.9
Rye,2018,Saskatchewan,40.5,35.6,3.2,113
Rye,2019,Saskatchewan,30.4,21.6,2.2,47.4
Rye,2020,Saskatchewan,47.4,35.5,2.9,102.8
Rye,2021,Saskatchewan,58.2,47.4,2.6,121.9
Rye,2022,Saskatchewan,37.1,22.1,2.4,52.5
Rye,2023,Saskatchewan,44.1,30.4,2.9,88.7
Mixed Grains,2014,Saskatchewan,8.1,0,0,0
Mixed Grains,2015,Saskatchewan,0,0,0,0
Mixed Grains,2016,Saskatchewan,0,0,0,0
Mixed Grains,2017,Saskatchewan,12.1,4,2.6,10.2
Mixed Grains,2018,Saskatchewan,12.1,2,1.9,3.7
Mixed Grains,2019,Saskatchewan,17,12,1.9,23.1
Mixed Grains,2020,Saskatchewan,18.1,0,0,0
Mixed Grains,2021,Saskatchewan,30.6,22.1,1.9,43
Mixed Grains,2022,Saskatchewan,45.5,20.9,1.6,32.5
Mixed Grains,2023,Saskatchewan,32.2,14.2,1.9,27
Corn,2014,Saskatchewan,0,0,0,0
Corn,2015,Saskatchewan,0,0,0,0
Corn,2016,Saskatchewan,0,0,0,0
Corn,2017,Saskatchewan,0,0,0,0
Corn,2018,Saskatchewan,0,0,0,0
Corn,2019,Saskatchewan,5.5,4.7,5.7,26.6
Corn,2020,Saskatchewan,0,0,0,0
Corn,2021,Saskatchewan,9.1,5.4,3.6,19.3
Corn,2022,Saskatchewan,7.9,3.4,4.9,16.7
Corn,2023,Saskatchewan,0,0,0,0
Flaxseed,2014,Saskatchewan,337.9,331.8,1.8,584.2
Flaxseed,2015,Saskatchewan,546.3,526.1,1.3,706.2
Flaxseed,2016,Saskatchewan,546.3,530.1,1.5,787.4
Flaxseed,2017,Saskatchewan,315.7,279.2,1.7,473.7
Flaxseed,2018,Saskatchewan,364.2,360.2,1.2,447.6
Flaxseed,2019,Saskatchewan,291.9,287.5,1.4,404.2
Flaxseed,2020,Saskatchewan,294.4,265.4,1.4,359.2
Flaxseed,2021,Saskatchewan,310.3,308.4,1.5,453.1
Flaxseed,2022,Saskatchewan,317.4,308.1,0.8,245.9
Flaxseed,2023,Saskatchewan,241.7,238.8,1.5,347.7
Canola,2014,Saskatchewan,4309.9,4289.7,2.1,9178.4
Canola,2015,Saskatchewan,4350.4,4309.9,1.8,7971.9
Canola,2016,Saskatchewan,4512.2,4492,2.1,9536.8
Canola,2017,Saskatchewan,4552.7,4522.4,2.4,10682.1
Canola,2018,Saskatchewan,5151.6,5131.4,2.2,11311
Canola,2019,Saskatchewan,4997.9,4955,2.3,11308
Canola,2020,Saskatchewan,4765.2,4756.3,2.4,11394
Canola,2021,Saskatchewan,4588.8,4579.6,2.4,10967.9
Canola,2022,Saskatchewan,4848.3,4824.1,1.4,6968.8
Canola,2023,Saskatchewan,4610.9,4592.5,2.1,9768.3
Soybeans,2014,Saskatchewan,68.8,64.7,1.8,118.4
Soybeans,2015,Saskatchewan,109.3,105.2,1.6,163.3
Soybeans,2016,Saskatchewan,109.3,107.2,1.7,179.6
Soybeans,2017,Saskatchewan,97.1,93.1,2.2,202.5
Soybeans,2018,Saskatchewan,344,342,1.4,479
Soybeans,2019,Saskatchewan,164.9,163.7,1.4,231.8
Soybeans,2020,Saskatchewan,60.7,56.3,1.9,107.2
Soybeans,2021,Saskatchewan,51.3,51.1,1.3,68.8
Soybeans,2022,Saskatchewan,30.1,30.1,1.5,44.5
Soybeans,2023,Saskatchewan,18.4,18.4,2,36.9
Dry Peas,2014,Saskatchewan,910.5,900.4,2.9,2571.8
Dry Peas,2015,Saskatchewan,1052.2,1032,2.2,2256.2
Dry Peas,2016,Saskatchewan,863.9,855.9,2.1,1778.5
Dry Peas,2017,Saskatchewan,874.1,862,2.7,2346.1
Dry Peas,2018,Saskatchewan,876.1,867.3,2.3,1973.8
Dry Peas,2019,Saskatchewan,783.2,768,2.3,1780.7
Dry Peas,2020,Saskatchewan,944.9,929.9,2.5,2313.1
Dry Peas,2021,Saskatchewan,939.6,933.1,2.7,2477.7
Dry Peas,2022,Saskatchewan,852.5,816.4,1.4,1105.8
Dry Peas,2023,Saskatchewan,731.9,726.9,2.2,1570.4
Dry White Beans,2014,Saskatchewan,0,0,0,0
Dry White Beans,2015,Saskatchewan,0,0,0,0
Dry White Beans,2016,Saskatchewan,0,0,0,0
Dry White Beans,2017,Saskatchewan,0,0,0,0
Dry White Beans,2018,Saskatchewan,0,0,0,0
Dry White Beans,2019,Saskatchewan,1.4,1.1,2.6,2.9
Dry White Beans,2020,Saskatchewan,0,0,0,0
Dry White Beans,2021,Saskatchewan,0,0,0,0
Dry White Beans,2022,Saskatchewan,2.2,0,0,0
Dry White Beans,2023,Saskatchewan,0,0,0,0
Coloured Beans,2014,Saskatchewan,0,0,0,0
Coloured Beans,2015,Saskatchewan,0,0,0,0
Coloured Beans,2016,Saskatchewan,0,0,0,0
Coloured Beans,2017,Saskatchewan,0,0,0,0
Coloured Beans,2018,Saskatchewan,0,0,0,0
Coloured Beans,2019,Saskatchewan,4.8,4,2.8,11.3
Coloured Beans,2020,Saskatchewan,4.8,3.6,2.6,9.3
Coloured Beans,2021,Saskatchewan,7.7,7.3,2.5,18.2
Coloured Beans,2022,Saskatchewan,4.1,3.8,3.1,11.6
Coloured Beans,2023,Saskatchewan,2.9,2.8,2.1,6
Lentils,2014,Saskatchewan,1060.3,1052.3,2,2151.4
Lentils,2015,Saskatchewan,1218.1,1173.6,1.6,1902.6
Lentils,2016,Saskatchewan,1517.5,1515.5,1.6,2364.1
Lentils,2017,Saskatchewan,2066,2035.6,1.3,2742
Lentils,2018,Saskatchewan,1586.3,1578.3,1.5,2294.1
Lentils,2019,Saskatchewan,1354,1328.7,1.5,1991.8
Lentils,2020,Saskatchewan,1371,1335.2,1.7,2209.8
Lentils,2021,Saskatchewan,1540.7,1535.1,1.6,2497.2
Lentils,2022,Saskatchewan,1518,1494,1,1420.5
Lentils,2023,Saskatchewan,1524.6,1491.1,1.3,1963.8
Chickpeas,2014,Saskatchewan,72.8,72,2.4,169.4
Chickpeas,2015,Saskatchewan,68.8,66,1.9,123
Chickpeas,2016,Saskatchewan,46.5,46.5,1.8,83.5
